# ----------------------------------------,,,,,,,,
# Bike MS - Luminate Pages,,,,,,,,
# Goal Funnel,,,,,,,,
# 20160401-20171214,,,,,,,,
# ----------------------------------------,,,,,,,,
7/22/2016,0.91%,,,,,,,
7/23/2016,0.30%,,,,,,,
7/24/2016,0.58%,,,,,,,
7/25/2016,0.75%,,,,,,,
7/26/2016,0.63%,,,,,,,
7/27/2016,0.75%,,,,,,,
7/28/2016,0.73%,,,,,,,
7/29/2016,0.62%,,,,,,,
7/30/2016,0.37%,,,,,,,
7/31/2016,0.61%,,,,,,,
8/1/2016,0.51%,,,,,,,
8/2/2016,0.61%,,,,,,,
8/3/2016,0.55%,,,,,,,
8/4/2016,0.37%,,,,,,,
8/5/2016,0.33%,,,,,,,
8/6/2016,0.29%,,,,,,,
8/7/2016,0.32%,,,,,,,
8/8/2016,0.63%,,,,,,,
8/9/2016,0.70%,,,,,,,
8/10/2016,0.65%,,,,,,,
8/11/2016,0.58%,,,,,,,
8/12/2016,0.54%,,,,,,,
8/13/2016,0.41%,,,,,,,
8/14/2016,0.48%,,,,,,,
8/15/2016,0.79%,,,,,,,
8/16/2016,0.56%,,,,,,,
8/17/2016,0.49%,,,,,,,
8/18/2016,0.57%,,,,,,,
8/19/2016,0.60%,,,,,,,
8/20/2016,0.41%,,,,,,,
8/21/2016,0.55%,,,,,,,
8/22/2016,0.73%,,,,,,,
8/23/2016,0.53%,,,,,,,
8/24/2016,0.62%,,,,,,,
8/25/2016,0.64%,,,,,,,
8/26/2016,0.55%,,,,,,,
8/27/2016,0.35%,,,,,,,
8/28/2016,0.42%,,,,,,,
8/29/2016,0.60%,,,,,,,
8/30/2016,0.50%,,,,,,,
8/31/2016,0.69%,,,,,,,
9/1/2016,0.47%,,,,,,,
9/2/2016,0.52%,,,,,,,
9/3/2016,0.28%,,,,,,,
9/4/2016,0.36%,,,,,,,
9/5/2016,0.51%,,,,,,,
9/6/2016,0.56%,,,,,,,
9/7/2016,0.47%,,,,,,,
9/8/2016,0.45%,,,,,,,
9/9/2016,0.27%,,,,,,,
9/10/2016,0.30%,,,,,,,
9/11/2016,0.32%,,,,,,,
9/12/2016,0.61%,,,,,,,
9/13/2016,0.56%,,,,,,,
9/14/2016,0.46%,,,,,,,
9/15/2016,0.47%,,,,,,,
9/16/2016,0.43%,,,,,,,
9/17/2016,0.29%,,,,,,,
9/18/2016,0.29%,,,,,,,
9/19/2016,0.57%,,,,,,,
9/20/2016,0.43%,,,,,,,
9/21/2016,0.53%,,,,,,,
9/22/2016,0.44%,,,,,,,
9/23/2016,0.35%,,,,,,,
9/24/2016,0.10%,,,,,,,
9/25/2016,0.34%,,,,,,,
9/26/2016,3.67%,,,,,,,
9/27/2016,2.77%,,,,,,,
9/28/2016,2.79%,,,,,,,
9/29/2016,4.29%,,,,,,,
9/30/2016,6.09%,,,,,,,
10/1/2016,1.00%,,,,,,,
10/2/2016,0.84%,,,,,,,
10/3/2016,1.18%,,,,,,,
10/4/2016,0.92%,,,,,,,
10/5/2016,1.21%,,,,,,,
10/6/2016,1.30%,,,,,,,
10/7/2016,0.75%,,,,,,,
10/8/2016,0.59%,,,,,,,
10/9/2016,0.79%,,,,,,,
10/10/2016,0.76%,,,,,,,
10/11/2016,0.75%,,,,,,,
10/12/2016,0.83%,,,,,,,
10/13/2016,0.89%,,,,,,,
10/14/2016,0.88%,,,,,,,
10/15/2016,0.76%,,,,,,,
10/16/2016,0.59%,,,,,,,
10/17/2016,0.85%,,,,,,,
10/18/2016,0.73%,,,,,,,
10/19/2016,0.79%,,,,,,,
10/20/2016,0.94%,,,,,,,
10/21/2016,0.51%,,,,,,,
10/22/2016,0.13%,,,,,,,
10/23/2016,0.25%,,,,,,,
10/24/2016,0.84%,,,,,,,
10/25/2016,1.25%,,,,,,,
10/26/2016,0.98%,,,,,,,
10/27/2016,1.13%,,,,,,,
10/28/2016,1.44%,,,,,,,
10/29/2016,1.05%,,,,,,,
10/30/2016,0.89%,,,,,,,
10/31/2016,3.45%,,,,,,,
11/1/2016,1.75%,,,,,,,
11/2/2016,1.54%,,,,,,,
11/3/2016,1.86%,,,,,,,
11/4/2016,8.14%,,,,,,,
11/5/2016,0.98%,,,,,,,
11/6/2016,1.22%,,,,,,,
11/7/2016,1.78%,,,,,,,
11/8/2016,1.80%,,,,,,,
11/9/2016,1.67%,,,,,,,
11/10/2016,1.58%,,,,,,,
11/11/2016,1.64%,,,,,,,
11/12/2016,1.28%,,,,,,,
11/13/2016,1.04%,,,,,,,
11/14/2016,1.83%,,,,,,,
11/15/2016,1.65%,,,,,,,
11/16/2016,3.18%,,,,,,,
11/17/2016,2.29%,,,,,,,
11/18/2016,2.25%,,,,,,,
11/19/2016,1.37%,,,,,,,
11/20/2016,1.87%,,,,,,,
11/21/2016,2.78%,,,,,,,
11/22/2016,1.99%,,,,,,,
11/23/2016,2.14%,,,,,,,
11/24/2016,1.01%,,,,,,,
11/25/2016,0.88%,,,,,,,
11/26/2016,1.55%,,,,,,,
11/27/2016,1.79%,,,,,,,
11/28/2016,3.19%,,,,,,,
11/29/2016,3.40%,,,,,,,
11/30/2016,4.83%,,,,,,,
12/1/2016,1.74%,,,,,,,
12/2/2016,1.86%,,,,,,,
12/3/2016,1.34%,,,,,,,
12/4/2016,1.93%,,,,,,,
12/5/2016,1.94%,,,,,,,
12/6/2016,2.22%,,,,,,,
12/7/2016,2.52%,,,,,,,
12/8/2016,2.33%,,,,,,,
12/9/2016,2.32%,,,,,,,
12/10/2016,1.12%,,,,,,,
12/11/2016,1.47%,,,,,,,
12/12/2016,2.80%,,,,,,,
12/13/2016,2.01%,,,,,,,
12/14/2016,2.43%,,,,,,,
12/15/2016,1.93%,,,,,,,
12/16/2016,2.27%,,,,,,,
12/17/2016,1.15%,,,,,,,
12/18/2016,1.74%,,,,,,,
12/19/2016,1.97%,,,,,,,
12/20/2016,2.39%,,,,,,,
12/21/2016,2.18%,,,,,,,
12/22/2016,2.17%,,,,,,,
12/23/2016,2.14%,,,,,,,
12/24/2016,1.36%,,,,,,,
12/25/2016,1.41%,,,,,,,
12/26/2016,2.31%,,,,,,,
12/27/2016,2.40%,,,,,,,
12/28/2016,2.39%,,,,,,,
12/29/2016,3.13%,,,,,,,
12/30/2016,4.14%,,,,,,,
12/31/2016,5.89%,,,,,,,
1/1/2017,1.74%,,,,,,,
1/2/2017,2.77%,,,,,,,
1/3/2017,2.36%,,,,,,,
1/4/2017,1.87%,,,,,,,
1/5/2017,2.26%,,,,,,,
1/6/2017,2.07%,,,,,,,
1/7/2017,1.24%,,,,,,,
1/8/2017,1.50%,,,,,,,
1/9/2017,1.98%,,,,,,,
1/10/2017,1.47%,,,,,,,
1/11/2017,2.17%,,,,,,,
1/12/2017,2.48%,,,,,,,
1/13/2017,2.60%,,,,,,,
1/14/2017,1.68%,,,,,,,
1/15/2017,1.54%,,,,,,,
1/16/2017,1.90%,,,,,,,
1/17/2017,1.65%,,,,,,,
1/18/2017,1.42%,,,,,,,
1/19/2017,2.78%,,,,,,,
1/20/2017,2.12%,,,,,,,
1/21/2017,1.21%,,,,,,,
1/22/2017,1.51%,,,,,,,
1/23/2017,1.56%,,,,,,,
1/24/2017,1.50%,,,,,,,
1/25/2017,1.55%,,,,,,,
1/26/2017,2.21%,,,,,,,
1/27/2017,2.11%,,,,,,,
1/28/2017,1.38%,,,,,,,
1/29/2017,1.75%,,,,,,,
1/30/2017,2.30%,,,,,,,
1/31/2017,2.77%,,,,,,,
2/1/2017,1.09%,,,,,,,
2/2/2017,1.20%,,,,,,,
2/3/2017,1.01%,,,,,,,
2/4/2017,1.09%,,,,,,,
2/5/2017,1.07%,,,,,,,
2/6/2017,1.48%,,,,,,,
2/7/2017,1.19%,,,,,,,
2/8/2017,1.43%,,,,,,,
2/9/2017,1.50%,,,,,,,
2/10/2017,1.59%,,,,,,,
2/11/2017,1.04%,,,,,,,
2/12/2017,1.07%,,,,,,,
2/13/2017,1.66%,,,,,,,
2/14/2017,1.81%,,,,,,,
2/15/2017,1.82%,,,,,,,
2/16/2017,1.79%,,,,,,,
2/17/2017,1.91%,,,,,,,
2/18/2017,1.15%,,,,,,,
2/19/2017,1.23%,,,,,,,
2/20/2017,1.72%,,,,,,,
2/21/2017,1.63%,,,,,,,
2/22/2017,1.54%,,,,,,,
2/23/2017,1.56%,,,,,,,
2/24/2017,1.76%,,,,,,,
2/25/2017,1.68%,,,,,,,
2/26/2017,1.95%,,,,,,,
2/27/2017,2.34%,,,,,,,
2/28/2017,2.71%,,,,,,,
3/1/2017,3.23%,,,,,,,
3/2/2017,1.30%,,,,,,,
3/3/2017,0.99%,,,,,,,
3/4/2017,0.86%,,,,,,,
3/5/2017,0.87%,,,,,,,
3/6/2017,2.71%,,,,,,,
3/7/2017,1.39%,,,,,,,
3/8/2017,1.80%,,,,,,,
3/9/2017,1.68%,,,,,,,
3/10/2017,2.19%,,,,,,,
3/11/2017,1.43%,,,,,,,
3/12/2017,1.46%,,,,,,,
3/13/2017,1.09%,,,,,,,
3/14/2017,1.47%,,,,,,,
3/15/2017,1.58%,,,,,,,
3/16/2017,1.21%,,,,,,,
3/17/2017,2.17%,,,,,,,
3/18/2017,1.02%,,,,,,,
3/19/2017,0.96%,,,,,,,
3/20/2017,1.24%,,,,,,,
3/21/2017,1.18%,,,,,,,
3/22/2017,1.14%,,,,,,,
3/23/2017,0.98%,,,,,,,
3/24/2017,1.18%,,,,,,,
3/25/2017,0.97%,,,,,,,
3/26/2017,1.02%,,,,,,,
3/27/2017,0.91%,,,,,,,
3/28/2017,1.10%,,,,,,,
3/29/2017,1.01%,,,,,,,
3/30/2017,1.01%,,,,,,,
3/31/2017,1.63%,,,,,,,
4/1/2017,0.80%,,,,,,,
4/2/2017,0.80%,,,,,,,
4/3/2017,1.13%,,,,,,,
4/4/2017,0.93%,,,,,,,
4/5/2017,0.68%,,,,,,,
4/6/2017,1.13%,,,,,,,
4/7/2017,0.82%,,,,,,,
4/8/2017,0.63%,,,,,,,
4/9/2017,0.83%,,,,,,,
4/10/2017,0.95%,,,,,,,
4/11/2017,0.99%,,,,,,,
4/12/2017,0.77%,,,,,,,
4/13/2017,0.81%,,,,,,,
4/14/2017,1.08%,,,,,,,
4/15/2017,0.60%,,,,,,,
4/16/2017,0.77%,,,,,,,
4/17/2017,0.78%,,,,,,,
4/18/2017,0.65%,,,,,,,
4/19/2017,0.78%,,,,,,,
4/20/2017,0.99%,,,,,,,
4/21/2017,0.82%,,,,,,,
4/22/2017,0.49%,,,,,,,
4/23/2017,0.53%,,,,,,,
4/24/2017,0.78%,,,,,,,
4/25/2017,0.77%,,,,,,,
4/26/2017,0.56%,,,,,,,
4/27/2017,0.59%,,,,,,,
4/28/2017,0.49%,,,,,,,
4/29/2017,0.22%,,,,,,,
4/30/2017,0.37%,,,,,,,
5/1/2017,0.60%,,,,,,,
5/2/2017,0.60%,,,,,,,
5/3/2017,0.67%,,,,,,,
5/4/2017,0.62%,,,,,,,
5/5/2017,0.47%,,,,,,,
5/6/2017,0.23%,,,,,,,
5/7/2017,0.44%,,,,,,,
5/8/2017,0.67%,,,,,,,
5/9/2017,0.65%,,,,,,,
5/10/2017,0.68%,,,,,,,
5/11/2017,0.74%,,,,,,,
5/12/2017,0.67%,,,,,,,
5/13/2017,0.45%,,,,,,,
5/14/2017,0.63%,,,,,,,
5/15/2017,0.81%,,,,,,,
5/16/2017,0.59%,,,,,,,
5/17/2017,0.87%,,,,,,,
5/18/2017,0.78%,,,,,,,
5/19/2017,1.04%,,,,,,,
5/20/2017,0.62%,,,,,,,
5/21/2017,0.71%,,,,,,,
5/22/2017,0.97%,,,,,,,
5/23/2017,0.84%,,,,,,,
5/24/2017,0.80%,,,,,,,
5/25/2017,1.10%,,,,,,,
5/26/2017,0.74%,,,,,,,
5/27/2017,0.39%,,,,,,,
5/28/2017,0.49%,,,,,,,
5/29/2017,0.75%,,,,,,,
5/30/2017,0.87%,,,,,,,
5/31/2017,0.92%,,,,,,,
6/1/2017,0.75%,,,,,,,
6/2/2017,0.66%,,,,,,,
6/3/2017,0.44%,,,,,,,
6/4/2017,0.56%,,,,,,,
6/5/2017,0.70%,,,,,,,
6/6/2017,0.46%,,,,,,,
6/7/2017,0.51%,,,,,,,
6/8/2017,0.56%,,,,,,,
6/9/2017,0.56%,,,,,,,
6/10/2017,0.33%,,,,,,,
6/11/2017,0.67%,,,,,,,
6/12/2017,0.80%,,,,,,,
6/13/2017,0.74%,,,,,,,
6/14/2017,0.72%,,,,,,,
6/15/2017,0.74%,,,,,,,
6/16/2017,0.71%,,,,,,,
6/17/2017,0.37%,,,,,,,
6/18/2017,0.66%,,,,,,,
6/19/2017,0.60%,,,,,,,
6/20/2017,0.54%,,,,,,,
6/21/2017,0.67%,,,,,,,
6/22/2017,0.56%,,,,,,,
6/23/2017,0.42%,,,,,,,
6/24/2017,0.19%,,,,,,,
6/25/2017,0.46%,,,,,,,
6/26/2017,0.62%,,,,,,,
6/27/2017,0.65%,,,,,,,
6/28/2017,1.16%,,,,,,,
6/29/2017,1.26%,,,,,,,
6/30/2017,1.80%,,,,,,,
7/1/2017,0.57%,,,,,,,
7/2/2017,0.63%,,,,,,,
7/3/2017,1.00%,,,,,,,
7/4/2017,0.65%,,,,,,,
7/5/2017,1.29%,,,,,,,
7/6/2017,0.97%,,,,,,,
7/7/2017,0.82%,,,,,,,
7/8/2017,0.48%,,,,,,,
7/9/2017,0.64%,,,,,,,
7/10/2017,0.93%,,,,,,,
7/11/2017,0.69%,,,,,,,
7/12/2017,0.66%,,,,,,,
7/13/2017,0.74%,,,,,,,
7/14/2017,0.91%,,,,,,,
7/15/2017,0.65%,,,,,,,
7/16/2017,0.72%,,,,,,,
7/17/2017,0.78%,,,,,,,
7/18/2017,0.70%,,,,,,,
7/19/2017,0.69%,,,,,,,
7/20/2017,0.75%,,,,,,,
7/21/2017,0.74%,,,,,,,
7/22/2017,0.43%,,,,,,,
7/23/2017,0.46%,,,,,,,
7/24/2017,0.69%,,,,,,,
7/25/2017,0.63%,,,,,,,
7/26/2017,0.72%,,,,,,,
7/27/2017,0.89%,,,,,,,
7/28/2017,0.70%,,,,,,,
7/29/2017,0.41%,,,,,,,
7/30/2017,0.51%,,,,,,,
7/31/2017,0.83%,,,,,,,
8/1/2017,0.66%,,,,,,,
8/2/2017,0.74%,,,,,,,
8/3/2017,0.64%,,,,,,,
8/4/2017,0.73%,,,,,,,
8/5/2017,0.34%,,,,,,,
8/6/2017,0.89%,,,,,,,
8/7/2017,1.34%,,,,,,,
8/8/2017,0.91%,,,,,,,
8/9/2017,0.95%,,,,,,,
8/10/2017,0.94%,,,,,,,
8/11/2017,0.98%,,,,,,,
8/12/2017,0.60%,,,,,,,
8/13/2017,0.70%,,,,,,,
8/14/2017,0.82%,,,,,,,
8/15/2017,0.88%,,,,,,,
8/16/2017,0.80%,,,,,,,
8/17/2017,0.70%,,,,,,,
8/18/2017,0.71%,,,,,,,
8/19/2017,0.68%,,,,,,,
8/20/2017,0.61%,,,,,,,
8/21/2017,0.86%,,,,,,,
8/22/2017,0.68%,,,,,,,
8/23/2017,0.79%,,,,,,,
8/24/2017,0.64%,,,,,,,
8/25/2017,0.61%,,,,,,,
8/26/2017,0.43%,,,,,,,
8/27/2017,0.70%,,,,,,,
8/28/2017,0.77%,,,,,,,
8/29/2017,0.63%,,,,,,,
8/30/2017,0.69%,,,,,,,
8/31/2017,0.67%,,,,,,,
9/1/2017,0.64%,,,,,,,
9/2/2017,0.45%,,,,,,,
9/3/2017,0.44%,,,,,,,
9/4/2017,0.49%,,,,,,,
9/5/2017,0.49%,,,,,,,
9/6/2017,0.50%,,,,,,,
9/7/2017,0.45%,,,,,,,
9/8/2017,0.35%,,,,,,,
9/9/2017,0.31%,,,,,,,
9/10/2017,0.37%,,,,,,,
9/11/2017,0.51%,,,,,,,
9/12/2017,0.50%,,,,,,,
9/13/2017,0.59%,,,,,,,
9/14/2017,0.56%,,,,,,,
9/15/2017,0.38%,,,,,,,
9/16/2017,0.37%,,,,,,,
9/17/2017,0.44%,,,,,,,
9/18/2017,0.52%,,,,,,,
9/19/2017,0.47%,,,,,,,
9/20/2017,0.31%,,,,,,,
9/21/2017,0.27%,,,,,,,
9/22/2017,0.24%,,,,,,,
9/23/2017,0.21%,,,,,,,
9/24/2017,0.54%,,,,,,,
9/25/2017,0.87%,,,,,,,
9/26/2017,0.86%,,,,,,,
9/27/2017,0.85%,,,,,,,
9/28/2017,0.67%,,,,,,,
9/29/2017,0.81%,,,,,,,
9/30/2017,0.53%,,,,,,,
10/1/2017,1.00%,,,,,,,
10/2/2017,0.66%,,,,,,,
10/3/2017,0.53%,,,,,,,
10/4/2017,0.55%,,,,,,,
10/5/2017,0.47%,,,,,,,
10/6/2017,0.41%,,,,,,,
10/7/2017,0.15%,,,,,,,
10/8/2017,0.47%,,,,,,,
10/9/2017,0.71%,,,,,,,
10/10/2017,2.08%,,,,,,,
10/11/2017,1.50%,,,,,,,
10/12/2017,1.49%,,,,,,,
10/13/2017,1.13%,,,,,,,
10/14/2017,0.75%,,,,,,,
10/15/2017,0.86%,,,,,,,
10/16/2017,1.40%,,,,,,,
10/17/2017,2.01%,,,,,,,
10/18/2017,1.11%,,,,,,,
10/19/2017,1.22%,,,,,,,
10/20/2017,0.74%,,,,,,,
10/21/2017,0.20%,,,,,,,
10/22/2017,0.30%,,,,,,,
10/23/2017,1.99%,,,,,,,
10/24/2017,2.24%,,,,,,,
10/25/2017,3.70%,,,,,,,
10/26/2017,2.64%,,,,,,,
10/27/2017,2.63%,,,,,,,
10/28/2017,1.69%,,,,,,,
10/29/2017,2.08%,,,,,,,
10/30/2017,3.27%,,,,,,,
10/31/2017,3.85%,,,,,,,
11/1/2017,4.08%,,,,,,,
11/2/2017,4.79%,,,,,,,
11/3/2017,2.64%,,,,,,,
11/4/2017,2.12%,,,,,,,
11/5/2017,2.97%,,,,,,,
11/6/2017,2.74%,,,,,,,
11/7/2017,1.73%,,,,,,,
11/8/2017,2.71%,,,,,,,
11/9/2017,2.10%,,,,,,,
11/10/2017,3.39%,,,,,,,
11/11/2017,0.83%,,,,,,,
11/12/2017,1.85%,,,,,,,
11/13/2017,1.92%,,,,,,,
11/14/2017,2.24%,,,,,,,
11/15/2017,2.77%,,,,,,,
11/16/2017,1.95%,,,,,,,
11/17/2017,1.92%,,,,,,,
11/18/2017,1.47%,,,,,,,
11/19/2017,2.32%,,,,,,,
11/20/2017,2.87%,,,,,,,
11/21/2017,1.94%,,,,,,,
11/22/2017,2.31%,,,,,,,
11/23/2017,0.87%,,,,,,,
11/24/2017,1.82%,,,,,,,
11/25/2017,1.07%,,,,,,,
11/26/2017,1.76%,,,,,,,
11/27/2017,2.27%,,,,,,,
11/28/2017,1.95%,,,,,,,
11/29/2017,1.59%,,,,,,,
11/30/2017,1.63%,,,,,,,
12/1/2017,2.25%,,,,,,,
12/2/2017,1.15%,,,,,,,
12/3/2017,1.45%,,,,,,,
12/4/2017,2.46%,,,,,,,
12/5/2017,1.31%,,,,,,,
12/6/2017,1.74%,,,,,,,
12/7/2017,2.82%,,,,,,,
12/8/2017,2.31%,,,,,,,
12/9/2017,1.81%,,,,,,,
12/10/2017,2.37%,,,,,,,
12/11/2017,2.27%,,,,,,,
12/12/2017,1.89%,,,,,,,
12/13/2017,2.20%,,,,,,,
12/14/2017,1.93%,,,,,,,
,0.86%,,,,,,,
# ----------------------------------------,,,,,,,,
# Goal Funnel,,,,,,,,
# ----------------------------------------,,,,,,,,
Bike Registrations - Individual with Payment,,,,,,,,
"This Goal was completed in 16,434 sessions",,,,,,,,
,"490,460",,Register Page,"490,460","32,513",,,"457,947"
(entrance),"173,181",,,,,,(exit),"182,060"
/site/TR/Bike/TXHBikeEvents?pg=entry&fr_id=28263,"14,747",,,,,,/site/TR?fr_id=28263&pg=informational&sid=13239&skip_login_page=true&fr_tm_opt=existing&s_fr_tm_opt=existing&ptype=55713&s_ptype=55713,"4,315"
/site/TR/Bike/TXHBikeEvents?pg=entry&fr_id=27003,"7,246",,,,,,/site/TR/Bike/TXHBikeEvents?pg=entry&fr_id=28263,"4,085"
/site/TR/Bike/NYNBikeEvents?pg=entry&fr_id=27764,"5,456",,,,,,/site/TR?fr_id=28263&pg=informational&sid=13239,"2,628"
/site/TR/Bike/PAEBikeEvents?pg=entry&fr_id=28216,"4,727",,,,,,/site/TR?fr_id=28263&pg=informational&sid=13239&s_src=bike-fy17-txh-reg-social&s_subsrc=twitter-link-cyc-bpbuy,"2,505"
,0,,Select Options,"32,513","27,685",,,"4,828"
,,,,,,,(exit),"1,810"
,,,,,,,/site/TR?fr_id=27061&pg=informational&sid=13239,40
,,,,,,,/site/TR/Bike/NYNBikeEvents?pg=entry&fr_id=27764,19
,,,,,,,/site/SPageNavigator/BIKE_HOM_splash.html,18
,,,,,,,/site/TR?fr_id=27060&pg=informational&sid=13239,16
,0,,Provide Details,"27,685","24,104",,,"3,581"
,,,,,,,(exit),"1,581"
,,,,,,,/site/SPageServer/?pagename=BIKE_HOM_splash,29
,,,,,,,/site/SPageNavigator/BIKE_HOM_splash.html,21
,,,,,,,/site/TR/Bike/TXHBikeEvents?pg=entry&fr_id=28263,12
,,,,,,,/site/TR/Bike/PAEBikeEvents?pg=entry&fr_id=27061,10
,0,,Agree to Terms,"24,104","22,606",,,"1,498"
,,,,,,,(exit),85
,,,,,,,/site/SPageServer/?pagename=BIKE_HOM_splash,2
,0,,Review,"22,606","22,606",,,0
,0,,Payment,"22,606","16,434",,,"6,172"
,,,,,,,(exit),579
,,,,,,,"/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=28263&s_isRegistrationThanks=true,total_amount-$75.00",262
,,,,,,,/site/SPageServer?pagename=BIKE_HOM_pc_2018&pc2_page=center&fr_id=29316,115
,,,,,,,"/site/SPageServer?pagename=BIKE_HOM_pc_2017&pc2_page=center&fr_id=28263&s_isRegistrationThanks=true,total_amount-$115.00",60
,,,,,,,"/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=27061&s_isRegistrationThanks=true,total_amount-$65.00",42
,0,,Bike Registrations - Individual with Payment,"16,434",,,,
# ----------------------------------------,,,,,,,,
